Permutation,Candidates identified once (n),Candidates identified repeatedly (n),Proportion identified repeatedly
5448,500,147,0.22720247295208656
5449,496,150,0.23219814241486067
5450,507,135,0.2102803738317757
5451,513,134,0.2071097372488408
5452,490,146,0.22955974842767296
5453,510,135,0.20930232558139536
5454,501,137,0.21473354231974923
5455,504,141,0.2186046511627907
5456,519,133,0.20398773006134968
5457,501,133,0.20977917981072555
5458,485,151,0.23742138364779874
5459,492,140,0.22151898734177214
5460,506,147,0.225114854517611
5461,514,130,0.20186335403726707
5462,515,133,0.2052469135802469
5463,523,133,0.2027439024390244
5464,476,144,0.23225806451612904
5465,528,129,0.1963470319634703
5466,486,146,0.2310126582278481
5467,512,129,0.20124804992199688
5468,494,140,0.22082018927444794
5469,504,143,0.22102009273570325
5470,497,145,0.22585669781931464
5471,487,148,0.23307086614173228
5472,497,137,0.21608832807570977
5473,516,135,0.2073732718894009
5474,521,129,0.19846153846153847
5475,487,146,0.23064770932069512
5476,514,128,0.19937694704049844
5477,518,132,0.20307692307692307
5478,503,142,0.22015503875968992
5479,495,140,0.2204724409448819
5480,491,140,0.2218700475435816
5481,512,137,0.2110939907550077
5482,497,137,0.21608832807570977
5483,526,130,0.19817073170731708
5484,506,140,0.21671826625386997
5485,522,136,0.2066869300911854
5486,512,143,0.2183206106870229
5487,507,136,0.2115085536547434
5488,506,134,0.209375
5489,505,141,0.21826625386996903
5490,491,141,0.2231012658227848
5491,488,134,0.21543408360128619
5492,514,136,0.20923076923076922
5493,520,131,0.2012288786482335
5494,511,124,0.1952755905511811
5495,510,130,0.203125
5496,508,137,0.2124031007751938
5497,492,134,0.21405750798722045
5498,513,141,0.21559633027522937
5499,510,130,0.203125
5500,514,136,0.20923076923076922
5501,511,143,0.21865443425076453
5502,508,143,0.2196620583717358
5503,528,127,0.19389312977099238
5504,535,125,0.1893939393939394
5505,505,135,0.2109375
5506,476,159,0.2503937007874016
5507,518,130,0.2006172839506173
5508,474,159,0.25118483412322273
5509,516,136,0.2085889570552147
5510,493,140,0.2211690363349131
5511,513,146,0.22154779969650987
5512,523,131,0.20030581039755352
5513,498,136,0.21451104100946372
5514,494,150,0.2329192546583851
5515,511,130,0.20280811232449297
5516,504,135,0.2112676056338028
5517,499,147,0.22755417956656346
5518,481,153,0.24132492113564669
5519,486,138,0.22115384615384615
5520,511,137,0.21141975308641975
5521,483,150,0.23696682464454977
5522,492,145,0.22762951334379905
5523,488,135,0.21669341894060995
5524,492,145,0.22762951334379905
5525,493,154,0.23802163833075735
5526,497,146,0.22706065318818042
5527,505,140,0.21705426356589147
5528,505,139,0.21583850931677018
5529,525,124,0.19106317411402157
5530,511,136,0.21020092735703247
5531,499,143,0.22274143302180685
5532,490,136,0.21725239616613418
5533,488,149,0.23390894819466249
5534,507,133,0.2078125
5535,504,138,0.21495327102803738
5536,516,123,0.19248826291079812
5537,508,137,0.2124031007751938
5538,510,138,0.21296296296296297
5539,510,134,0.2080745341614907
5540,524,133,0.2024353120243531
5541,505,139,0.21583850931677018
5542,506,149,0.22748091603053436
5543,521,123,0.19099378881987578
5544,492,141,0.22274881516587677
5545,512,132,0.20496894409937888
5546,523,126,0.1941448382126348
5547,479,151,0.2396825396825397
5548,515,144,0.21851289833080426
5549,512,128,0.2
5550,497,142,0.2222222222222222
5551,524,128,0.19631901840490798
5552,523,126,0.1941448382126348
5553,495,147,0.22897196261682243
5554,485,150,0.23622047244094488
5555,517,131,0.2021604938271605
5556,499,147,0.22755417956656346
5557,520,131,0.2012288786482335
5558,511,134,0.20775193798449612
5559,485,149,0.23501577287066247
5560,504,140,0.21739130434782608
5561,507,139,0.21517027863777088
5562,523,128,0.1966205837173579
5563,520,129,0.1987673343605547
5564,499,137,0.21540880503144655
5565,488,147,0.231496062992126
5566,512,136,0.20987654320987653
5567,504,139,0.2161741835147745
5568,496,130,0.20766773162939298
5569,520,125,0.1937984496124031
5570,506,141,0.21792890262751158
5571,493,143,0.2248427672955975
5572,518,131,0.20184899845916796
5573,512,136,0.20987654320987653
5574,500,137,0.2150706436420722
5575,515,130,0.20155038759689922
5576,500,137,0.2150706436420722
5577,506,136,0.2118380062305296
5578,508,143,0.2196620583717358
5579,485,144,0.2289348171701113
5580,512,129,0.20124804992199688
5581,526,122,0.1882716049382716
5582,493,145,0.22727272727272727
5583,511,137,0.21141975308641975
5584,496,140,0.22012578616352202
5585,491,139,0.22063492063492063
5586,513,138,0.2119815668202765
5587,512,135,0.20865533230293662
5588,510,130,0.203125
5589,497,140,0.21978021978021978
5590,514,129,0.2006220839813375
5591,506,139,0.21550387596899226
5592,496,145,0.22620904836193448
5593,511,141,0.21625766871165644
5594,500,139,0.21752738654147105
5595,513,132,0.20465116279069767
5596,480,149,0.2368839427662957
5597,511,137,0.21141975308641975
5598,530,131,0.19818456883509833
5599,515,133,0.2052469135802469
5600,497,148,0.22945736434108527
5601,516,133,0.2049306625577812
5602,488,143,0.2266244057052298
5603,515,126,0.19656786271450857
5604,496,137,0.21642969984202212
5605,508,134,0.2087227414330218
5606,529,134,0.20211161387631976
5607,516,130,0.20123839009287925
5608,505,144,0.2218798151001541
5609,511,132,0.2052877138413686
5610,505,139,0.21583850931677018
5611,505,135,0.2109375
5612,499,142,0.22152886115444617
5613,502,137,0.21439749608763695
5614,498,134,0.2120253164556962
5615,501,139,0.2171875
5616,511,145,0.22103658536585366
5617,532,127,0.19271623672230653
5618,508,140,0.21604938271604937
5619,514,129,0.2006220839813375
5620,491,140,0.2218700475435816
5621,507,132,0.20657276995305165
5622,502,140,0.21806853582554517
5623,534,125,0.18968133535660092
5624,499,142,0.22152886115444617
5625,517,132,0.2033898305084746
5626,508,147,0.22442748091603054
5627,502,141,0.2192846034214619
5628,502,133,0.2094488188976378
5629,503,144,0.22256568778979907
5630,484,152,0.2389937106918239
5631,504,144,0.2222222222222222
5632,502,142,0.2204968944099379
5633,508,129,0.20251177394034536
5634,497,150,0.23183925811437403
5635,484,147,0.2329635499207607
5636,517,131,0.2021604938271605
5637,487,141,0.22452229299363058
5638,499,145,0.2251552795031056
5639,505,139,0.21583850931677018
5640,507,132,0.20657276995305165
5641,498,143,0.22308892355694226
5642,520,132,0.20245398773006135
5643,513,136,0.20955315870570107
5644,495,141,0.22169811320754718
5645,509,134,0.208398133748056
5646,511,133,0.20652173913043478
5647,523,130,0.1990811638591118
5648,506,132,0.20689655172413793
5649,490,145,0.2283464566929134
5650,509,134,0.208398133748056
5651,513,141,0.21559633027522937
5652,524,130,0.19877675840978593
5653,535,124,0.18816388467374812
5654,476,144,0.23225806451612904
5655,502,137,0.21439749608763695
5656,509,137,0.21207430340557276
5657,517,126,0.19595645412130638
5658,527,133,0.2015151515151515
5659,522,130,0.19938650306748465
5660,527,131,0.19908814589665655
5661,509,136,0.21085271317829457
5662,517,137,0.20948012232415902
5663,521,130,0.19969278033794163
5664,511,140,0.21505376344086022
5665,514,140,0.21406727828746178
5666,509,141,0.2169230769230769
5667,502,134,0.21069182389937108
5668,519,134,0.20520673813169985
5669,524,127,0.19508448540706605
5670,526,125,0.19201228878648233
5671,519,134,0.20520673813169985
5672,516,129,0.2
5673,537,123,0.18636363636363637
5674,483,147,0.23333333333333334
5675,472,149,0.23993558776167473
5676,517,147,0.2213855421686747
5677,507,137,0.2127329192546584
5678,482,145,0.23125996810207336
5679,507,143,0.22
5680,495,140,0.2204724409448819
5681,504,135,0.2112676056338028
5682,500,144,0.2236024844720497
5683,482,148,0.23492063492063492
5684,499,141,0.2203125
5685,503,136,0.21283255086071987
5686,510,136,0.21052631578947367
5687,515,133,0.2052469135802469
5688,487,147,0.23186119873817035
5689,482,154,0.24213836477987422
5690,503,136,0.21283255086071987
5691,511,135,0.2089783281733746
5692,504,145,0.22342064714946072
5693,502,133,0.2094488188976378
5694,502,136,0.21316614420062696
5695,514,140,0.21406727828746178
5696,512,136,0.20987654320987653
5697,501,137,0.21473354231974923
5698,469,143,0.23366013071895425
5699,501,141,0.21962616822429906
5700,507,135,0.2102803738317757
5701,512,144,0.21951219512195122
5702,504,137,0.21372854914196568
5703,530,125,0.19083969465648856
5704,525,134,0.20333839150227617
5705,502,139,0.21684867394695787
5706,489,142,0.22503961965134706
5707,507,146,0.22358346094946402
5708,501,142,0.2208398133748056
5709,486,152,0.23824451410658307
5710,515,134,0.20647149460708783
5711,536,129,0.19398496240601504
5712,487,154,0.24024960998439937
5713,515,134,0.20647149460708783
5714,508,135,0.2099533437013997
5715,488,143,0.2266244057052298
5716,488,144,0.22784810126582278
5717,506,137,0.2130637636080871
5718,508,140,0.21604938271604937
5719,518,130,0.2006172839506173
5720,500,136,0.2138364779874214
5721,507,136,0.2115085536547434
5722,504,134,0.21003134796238246
5723,509,137,0.21207430340557276
5724,505,132,0.20722135007849293
5725,522,128,0.19692307692307692
5726,514,133,0.20556414219474498
5727,513,137,0.21076923076923076
5728,506,129,0.2031496062992126
5729,493,139,0.2199367088607595
5730,503,140,0.2177293934681182
5731,512,143,0.2183206106870229
5732,471,154,0.2464
5733,500,140,0.21875
5734,491,148,0.23161189358372458
5735,516,141,0.2146118721461187
5736,509,135,0.2096273291925466
5737,487,145,0.22943037974683544
5738,511,135,0.2089783281733746
5739,515,138,0.2113323124042879
5740,508,133,0.20748829953198128
5741,493,146,0.22848200312989045
5742,506,137,0.2130637636080871
5743,519,129,0.19907407407407407
5744,506,136,0.2118380062305296
5745,501,144,0.22325581395348837
5746,506,129,0.2031496062992126
5747,502,144,0.22291021671826625
5748,538,127,0.19097744360902255
5749,494,147,0.22932917316692666
5750,512,133,0.2062015503875969
5751,511,133,0.20652173913043478
5752,482,153,0.2409448818897638
5753,536,124,0.18787878787878787
5754,496,146,0.22741433021806853
5755,501,137,0.21473354231974923
5756,506,138,0.21428571428571427
5757,497,148,0.22945736434108527
5758,482,148,0.23492063492063492
5759,501,139,0.2171875
5760,522,124,0.19195046439628483
5761,508,138,0.21362229102167182
5762,490,150,0.234375
5763,501,137,0.21473354231974923
5764,496,146,0.22741433021806853
5765,504,139,0.2161741835147745
5766,494,141,0.2220472440944882
5767,502,137,0.21439749608763695
5768,506,131,0.20565149136577707
5769,520,133,0.20367534456355282
5770,517,141,0.21428571428571427
5771,498,148,0.22910216718266255
5772,510,135,0.20930232558139536
5773,506,136,0.2118380062305296
5774,520,131,0.2012288786482335
5775,502,135,0.2119309262166405
5776,501,142,0.2208398133748056
5777,503,142,0.22015503875968992
5778,509,133,0.2071651090342679
5779,504,136,0.2125
5780,511,133,0.20652173913043478
5781,501,136,0.21350078492935637
5782,507,132,0.20657276995305165
5783,518,133,0.20430107526881722
5784,503,139,0.21651090342679127
5785,491,134,0.2144
5786,490,137,0.21850079744816586
5787,506,139,0.21550387596899226
5788,505,136,0.2121684867394696
5789,519,130,0.20030816640986132
5790,495,143,0.22413793103448276
5791,504,139,0.2161741835147745
5792,502,141,0.2192846034214619
5793,522,131,0.2006125574272588
5794,504,137,0.21372854914196568
5795,489,145,0.22870662460567823
5796,495,136,0.21553090332805072
5797,506,141,0.21792890262751158
5798,510,138,0.21296296296296297
5799,497,144,0.22464898595943839
5800,532,125,0.1902587519025875
5801,483,141,0.22596153846153846
5802,523,122,0.18914728682170542
5803,505,135,0.2109375
5804,503,139,0.21651090342679127
5805,490,148,0.23197492163009403
5806,518,126,0.1956521739130435
5807,513,135,0.20833333333333334
5808,504,135,0.2112676056338028
5809,500,143,0.2223950233281493
5810,531,129,0.19545454545454546
5811,518,127,0.19689922480620156
5812,497,137,0.21608832807570977
5813,523,132,0.2015267175572519
5814,505,138,0.21461897356143078
5815,493,144,0.2260596546310832
5816,510,132,0.205607476635514
5817,499,148,0.2287480680061824
5818,506,144,0.22153846153846155
5819,524,134,0.20364741641337386
5820,520,129,0.1987673343605547
5821,498,138,0.2169811320754717
5822,506,134,0.209375
5823,504,133,0.2087912087912088
5824,505,137,0.21339563862928349
5825,508,138,0.21362229102167182
5826,479,151,0.2396825396825397
5827,513,130,0.20217729393468117
5828,507,137,0.2127329192546584
5829,498,138,0.2169811320754717
5830,491,140,0.2218700475435816
5831,515,136,0.20890937019969277
5832,507,143,0.22
5833,498,144,0.22429906542056074
5834,513,134,0.2071097372488408
5835,476,142,0.2297734627831715
5836,508,134,0.2087227414330218
5837,506,135,0.21060842433697347
5838,512,131,0.20373250388802489
5839,498,142,0.221875
5840,506,145,0.2227342549923195
5841,515,135,0.2076923076923077
5842,509,140,0.21571648690292758
5843,532,131,0.1975867269984917
5844,489,141,0.22380952380952382
5845,501,140,0.21840873634945399
5846,494,147,0.22932917316692666
5847,508,146,0.22324159021406728
5848,494,140,0.22082018927444794
5849,473,149,0.2395498392282958
5850,508,139,0.21483771251931993
5851,492,138,0.21904761904761905
5852,510,131,0.20436817472698907
5853,506,139,0.21550387596899226
5854,519,134,0.20520673813169985
5855,518,131,0.20184899845916796
5856,512,132,0.20496894409937888
5857,500,136,0.2138364779874214
5858,509,139,0.21450617283950618
5859,501,136,0.21350078492935637
5860,488,142,0.2253968253968254
5861,493,140,0.2211690363349131
5862,513,136,0.20955315870570107
5863,484,137,0.22061191626409019
5864,509,139,0.21450617283950618
5865,491,145,0.2279874213836478
5866,523,127,0.19538461538461538
5867,516,133,0.2049306625577812
5868,506,142,0.2191358024691358
5869,519,124,0.19284603421461896
5870,503,134,0.21036106750392464
5871,508,135,0.2099533437013997
5872,504,135,0.2112676056338028
5873,503,141,0.21894409937888198
5874,509,143,0.21932515337423314
5875,520,128,0.19753086419753085
5876,485,145,0.23015873015873015
5877,487,140,0.22328548644338117
5878,506,131,0.20565149136577707
5879,516,138,0.21100917431192662
5880,481,144,0.2304
5881,501,137,0.21473354231974923
5882,475,153,0.24363057324840764
5883,525,126,0.1935483870967742
5884,490,142,0.22468354430379747
5885,494,144,0.22570532915360503
5886,510,132,0.205607476635514
5887,517,128,0.19844961240310077
5888,490,150,0.234375
5889,516,125,0.19500780031201248
5890,505,142,0.21947449768160743
5891,505,140,0.21705426356589147
5892,489,146,0.22992125984251968
5893,509,137,0.21207430340557276
5894,515,135,0.2076923076923077
5895,518,140,0.2127659574468085
5896,506,134,0.209375
5897,484,146,0.23174603174603176
5898,499,132,0.2091917591125198
5899,485,151,0.23742138364779874
5900,500,137,0.2150706436420722
5901,493,143,0.2248427672955975
5902,505,136,0.2121684867394696
5903,501,146,0.22565687789799072
5904,530,129,0.19575113808801214
5905,507,137,0.2127329192546584
5906,525,123,0.18981481481481483
5907,504,137,0.21372854914196568
5908,494,136,0.21587301587301588
5909,508,137,0.2124031007751938
5910,490,145,0.2283464566929134
5911,513,149,0.22507552870090636
5912,496,152,0.2345679012345679
5913,508,140,0.21604938271604937
5914,506,134,0.209375
5915,497,142,0.2222222222222222
5916,503,144,0.22256568778979907
5917,490,150,0.234375
5918,513,131,0.20341614906832298
5919,500,137,0.2150706436420722
5920,492,135,0.215311004784689
5921,490,150,0.234375
5922,513,130,0.20217729393468117
5923,517,137,0.20948012232415902
5924,511,123,0.19400630914826497
5925,515,135,0.2076923076923077
5926,518,135,0.20673813169984687
5927,513,132,0.20465116279069767
5928,506,134,0.209375
5929,480,145,0.232
5930,522,124,0.19195046439628483
5931,503,134,0.21036106750392464
5932,500,136,0.2138364779874214
5933,518,130,0.2006172839506173
5934,508,150,0.22796352583586627
5935,505,135,0.2109375
5936,483,146,0.23211446740858505
5937,512,140,0.2147239263803681
5938,519,132,0.20276497695852536
5939,500,130,0.20634920634920634
5940,504,143,0.22102009273570325
5941,504,143,0.22102009273570325
5942,501,145,0.22445820433436534
5943,522,124,0.19195046439628483
5944,484,149,0.2353870458135861
5945,504,139,0.2161741835147745
5946,495,145,0.2265625
5947,518,130,0.2006172839506173
5948,495,139,0.2192429022082019
5949,497,137,0.21608832807570977
5950,509,140,0.21571648690292758
5951,506,139,0.21550387596899226
5952,487,142,0.22575516693163752
5953,505,136,0.2121684867394696
5954,532,122,0.18654434250764526
5955,516,136,0.2085889570552147
5956,526,129,0.1969465648854962
5957,512,137,0.2110939907550077
5958,489,146,0.22992125984251968
5959,502,139,0.21684867394695787
5960,516,129,0.2
5961,513,126,0.19718309859154928
5962,530,122,0.18711656441717792
5963,523,135,0.20516717325227962
5964,515,137,0.21012269938650308
5965,482,148,0.23492063492063492
5966,508,143,0.2196620583717358
5967,497,138,0.2173228346456693
5968,499,140,0.2190923317683881
5969,507,132,0.20657276995305165
5970,503,134,0.21036106750392464
5971,520,131,0.2012288786482335
5972,536,124,0.18787878787878787
5973,487,145,0.22943037974683544
5974,521,128,0.19722650231124808
5975,505,137,0.21339563862928349
5976,526,127,0.19448698315467075
5977,520,133,0.20367534456355282
5978,482,142,0.22756410256410256
5979,512,135,0.20865533230293662
5980,498,142,0.221875
5981,507,137,0.2127329192546584
5982,500,137,0.2150706436420722
5983,501,138,0.215962441314554
5984,508,133,0.20748829953198128
5985,504,139,0.2161741835147745
5986,515,129,0.20031055900621117
5987,512,137,0.2110939907550077
5988,496,146,0.22741433021806853
5989,513,142,0.216793893129771
5990,478,152,0.24126984126984127
5991,521,133,0.20336391437308868
5992,504,147,0.22580645161290322
5993,483,146,0.23211446740858505
5994,514,136,0.20923076923076922
5995,513,135,0.20833333333333334
5996,519,127,0.19659442724458204
5997,510,124,0.19558359621451105
5998,490,149,0.23317683881064163
5999,515,134,0.20647149460708783
6000,498,150,0.23148148148148148
6001,513,146,0.22154779969650987
6002,512,140,0.2147239263803681
6003,496,141,0.22135007849293564
6004,503,142,0.22015503875968992
6005,489,144,0.22748815165876776
6006,495,143,0.22413793103448276
6007,512,142,0.21712538226299694
6008,501,142,0.2208398133748056
6009,514,133,0.20556414219474498
6010,510,132,0.205607476635514
6011,516,124,0.19375
6012,496,135,0.21394611727416799
6013,489,144,0.22748815165876776
6014,503,145,0.22376543209876543
6015,493,146,0.22848200312989045
6016,490,138,0.2197452229299363
6017,489,145,0.22870662460567823
6018,495,143,0.22413793103448276
6019,520,132,0.20245398773006135
6020,497,135,0.21360759493670886
6021,494,132,0.2108626198083067
6022,498,146,0.2267080745341615
6023,493,137,0.21746031746031746
6024,490,139,0.22098569157392686
6025,497,140,0.21978021978021978
6026,499,135,0.21293375394321767
6027,501,138,0.215962441314554
6028,502,138,0.215625
6029,488,152,0.2375
6030,495,143,0.22413793103448276
6031,493,148,0.23088923556942278
6032,490,136,0.21725239616613418
6033,499,133,0.21044303797468356
6034,494,141,0.2220472440944882
6035,491,148,0.23161189358372458
6036,508,132,0.20625
6037,484,150,0.23659305993690852
6038,509,143,0.21932515337423314
6039,515,136,0.20890937019969277
6040,494,145,0.2269170579029734
6041,505,146,0.22427035330261136
6042,490,153,0.2379471228615863
6043,509,131,0.2046875
6044,487,142,0.22575516693163752
6045,489,141,0.22380952380952382
6046,487,143,0.22698412698412698
6047,460,155,0.25203252032520324
6048,506,134,0.209375
6049,514,130,0.20186335403726707
6050,488,137,0.2192
6051,496,139,0.2188976377952756
6052,487,147,0.23186119873817035
6053,491,142,0.22432859399684044
6054,510,129,0.20187793427230047
6055,491,132,0.21187800963081863
6056,503,143,0.22136222910216719
6057,503,132,0.2078740157480315
6058,499,145,0.2251552795031056
6059,495,141,0.22169811320754718
6060,493,133,0.2124600638977636
6061,510,131,0.20436817472698907
6062,505,133,0.2084639498432602
6063,505,143,0.22067901234567902
6064,503,132,0.2078740157480315
6065,517,139,0.21189024390243902
6066,512,134,0.20743034055727555
6067,496,136,0.21518987341772153
6068,488,141,0.22416534181240064
6069,493,142,0.22362204724409449
6070,496,144,0.225
6071,500,145,0.2248062015503876
6072,501,147,0.22685185185185186
6073,500,148,0.22839506172839505
6074,495,143,0.22413793103448276
6075,519,128,0.19783616692426584
6076,493,146,0.22848200312989045
6077,505,139,0.21583850931677018
6078,507,143,0.22
6079,510,132,0.205607476635514
6080,498,138,0.2169811320754717
6081,485,145,0.23015873015873015
6082,509,132,0.2059282371294852
6083,490,146,0.22955974842767296
6084,529,121,0.18615384615384614
6085,498,144,0.22429906542056074
6086,491,140,0.2218700475435816
6087,506,134,0.209375
6088,496,145,0.22620904836193448
6089,510,139,0.21417565485362094
6090,497,143,0.2234375
6091,523,133,0.2027439024390244
6092,506,141,0.21792890262751158
6093,492,142,0.22397476340694006
6094,489,152,0.23712948517940718
6095,492,144,0.22641509433962265
6096,512,139,0.21351766513056836
6097,497,137,0.21608832807570977
6098,530,123,0.1883614088820827
6099,532,128,0.19393939393939394
6100,501,131,0.20727848101265822
6101,502,136,0.21316614420062696
6102,523,129,0.19785276073619631
6103,503,136,0.21283255086071987
6104,484,158,0.24610591900311526
6105,497,138,0.2173228346456693
6106,499,143,0.22274143302180685
6107,496,145,0.22620904836193448
6108,527,130,0.197869101978691
6109,504,143,0.22102009273570325
6110,491,149,0.2328125
6111,500,140,0.21875
6112,491,152,0.2363919129082426
6113,479,149,0.2372611464968153
6114,501,131,0.20727848101265822
6115,530,137,0.20539730134932535
6116,499,142,0.22152886115444617
6117,500,145,0.2248062015503876
6118,494,143,0.22448979591836735
6119,487,147,0.23186119873817035
6120,518,126,0.1956521739130435
6121,488,137,0.2192
6122,510,141,0.21658986175115208
6123,486,141,0.22488038277511962
6124,513,133,0.20588235294117646
6125,530,128,0.1945288753799392
6126,491,149,0.2328125
6127,511,127,0.19905956112852666
6128,496,135,0.21394611727416799
6129,507,139,0.21517027863777088
6130,485,134,0.21647819063004847
6131,494,133,0.21212121212121213
6132,516,135,0.2073732718894009
6133,501,148,0.2280431432973806
6134,511,142,0.21745788667687596
6135,517,134,0.20583717357910905
6136,496,146,0.22741433021806853
6137,494,139,0.21958925750394945
6138,492,137,0.2178060413354531
6139,504,143,0.22102009273570325
6140,501,139,0.2171875
6141,501,137,0.21473354231974923
6142,493,134,0.21371610845295055
6143,495,138,0.21800947867298578
6144,471,146,0.2366288492706645
6145,519,134,0.20520673813169985
6146,499,140,0.2190923317683881
6147,480,153,0.24170616113744076
6148,504,137,0.21372854914196568
6149,490,144,0.22712933753943218
6150,489,144,0.22748815165876776
6151,493,143,0.2248427672955975
6152,501,141,0.21962616822429906
6153,505,134,0.20970266040688576
6154,492,141,0.22274881516587677
6155,518,127,0.19689922480620156
6156,492,147,0.2300469483568075
6157,496,139,0.2188976377952756
6158,499,146,0.22635658914728682
6159,522,126,0.19444444444444445
6160,495,146,0.22776911076443057
6161,510,131,0.20436817472698907
6162,499,141,0.2203125
6163,487,140,0.22328548644338117
6164,490,144,0.22712933753943218
6165,501,143,0.2220496894409938
6166,495,142,0.22291993720565148
6167,492,144,0.22641509433962265
6168,497,135,0.21360759493670886
6169,508,131,0.20500782472613457
6170,525,124,0.19106317411402157
6171,503,143,0.22136222910216719
6172,486,149,0.2346456692913386
6173,477,159,0.25
6174,514,139,0.21286370597243492
6175,509,139,0.21450617283950618
6176,511,131,0.20404984423676012
6177,499,138,0.21664050235478807
6178,528,125,0.19142419601837674
6179,514,141,0.2152671755725191
6180,500,134,0.2113564668769716
6181,503,142,0.22015503875968992
6182,502,133,0.2094488188976378
6183,520,134,0.20489296636085627
6184,501,131,0.20727848101265822
6185,518,131,0.20184899845916796
6186,509,137,0.21207430340557276
6187,507,143,0.22
6188,515,130,0.20155038759689922
6189,501,134,0.2110236220472441
6190,496,142,0.2225705329153605
6191,503,131,0.20662460567823343
6192,487,153,0.2390625
6193,505,140,0.21705426356589147
6194,516,135,0.2073732718894009
6195,509,140,0.21571648690292758
6196,506,134,0.209375
6197,508,138,0.21362229102167182
6198,535,130,0.19548872180451127
6199,494,141,0.2220472440944882
6200,501,144,0.22325581395348837
6201,517,132,0.2033898305084746
6202,505,134,0.20970266040688576
6203,487,149,0.23427672955974843
6204,501,141,0.21962616822429906
6205,484,142,0.2268370607028754
6206,510,140,0.2153846153846154
6207,500,143,0.2223950233281493
6208,511,139,0.21384615384615385
6209,511,124,0.1952755905511811
6210,520,127,0.19629057187017002
6211,531,120,0.18433179723502305
6212,491,138,0.21939586645468998
6213,498,141,0.22065727699530516
6214,496,146,0.22741433021806853
6215,512,136,0.20987654320987653
6216,499,137,0.21540880503144655
6217,476,145,0.23349436392914655
6218,511,139,0.21384615384615385
6219,512,123,0.19370078740157481
6220,483,145,0.23089171974522293
6221,495,142,0.22291993720565148
6222,507,135,0.2102803738317757
6223,528,132,0.2
6224,495,140,0.2204724409448819
6225,490,133,0.21348314606741572
6226,506,139,0.21550387596899226
6227,526,131,0.1993911719939117
6228,518,138,0.21036585365853658
6229,508,139,0.21483771251931993
6230,506,143,0.22033898305084745
6231,495,139,0.2192429022082019
6232,488,137,0.2192
6233,469,142,0.23240589198036007
6234,510,133,0.20684292379471228
6235,517,137,0.20948012232415902
6236,492,134,0.21405750798722045
6237,492,145,0.22762951334379905
6238,490,149,0.23317683881064163
6239,513,141,0.21559633027522937
6240,517,136,0.2082695252679939
6241,494,146,0.228125
6242,504,135,0.2112676056338028
6243,485,144,0.2289348171701113
6244,497,140,0.21978021978021978
6245,487,143,0.22698412698412698
6246,515,135,0.2076923076923077
6247,516,133,0.2049306625577812
6248,506,134,0.209375
6249,505,137,0.21339563862928349
6250,491,146,0.22919937205651492
6251,508,132,0.20625
6252,532,126,0.19148936170212766
6253,500,144,0.2236024844720497
6254,506,137,0.2130637636080871
6255,525,127,0.19478527607361965
6256,508,138,0.21362229102167182
6257,503,140,0.2177293934681182
6258,514,131,0.20310077519379846
6259,506,142,0.2191358024691358
6260,497,130,0.20733652312599682
6261,509,129,0.20219435736677116
6262,496,129,0.2064
6263,486,155,0.24180967238689546
6264,511,131,0.20404984423676012
6265,491,147,0.2304075235109718
6266,521,124,0.19224806201550387
6267,517,144,0.2178517397881997
6268,491,135,0.21565495207667731
6269,503,135,0.2115987460815047
6270,509,136,0.21085271317829457
6271,503,138,0.21528861154446177
6272,497,132,0.20985691573926868
6273,503,134,0.21036106750392464
6274,532,126,0.19148936170212766
6275,497,136,0.21484992101105846
6276,497,138,0.2173228346456693
6277,506,131,0.20565149136577707
6278,493,147,0.2296875
6279,503,138,0.21528861154446177
6280,526,132,0.2006079027355623
6281,493,143,0.2248427672955975
6282,494,140,0.22082018927444794
6283,495,141,0.22169811320754718
6284,487,135,0.2170418006430868
6285,508,136,0.2111801242236025
6286,528,124,0.1901840490797546
6287,503,140,0.2177293934681182
6288,505,135,0.2109375
6289,508,136,0.2111801242236025
6290,492,137,0.2178060413354531
6291,517,133,0.20461538461538462
6292,517,133,0.20461538461538462
6293,518,128,0.19814241486068113
6294,518,140,0.2127659574468085
6295,493,150,0.2332814930015552
6296,504,133,0.2087912087912088
6297,490,143,0.2259083728278041
6298,512,133,0.2062015503875969
6299,494,143,0.22448979591836735
6300,507,141,0.2175925925925926
6301,510,135,0.20930232558139536
6302,517,134,0.20583717357910905
6303,499,144,0.223950233281493
6304,507,134,0.20904836193447737
6305,529,128,0.1948249619482496
6306,510,136,0.21052631578947367
6307,505,132,0.20722135007849293
6308,506,142,0.2191358024691358
6309,500,141,0.21996879875195008
6310,494,151,0.23410852713178296
6311,512,144,0.21951219512195122
6312,491,147,0.2304075235109718
6313,489,143,0.22626582278481014
6314,495,144,0.22535211267605634
6315,498,139,0.21821036106750394
6316,521,130,0.19969278033794163
6317,507,143,0.22
6318,492,144,0.22641509433962265
6319,504,142,0.21981424148606812
6320,509,134,0.208398133748056
6321,502,139,0.21684867394695787
6322,512,136,0.20987654320987653
6323,484,148,0.23417721518987342
6324,508,138,0.21362229102167182
6325,512,132,0.20496894409937888
6326,506,136,0.2118380062305296
6327,500,143,0.2223950233281493
6328,530,125,0.19083969465648856
6329,522,135,0.2054794520547945
6330,507,139,0.21517027863777088
6331,501,140,0.21840873634945399
6332,499,144,0.223950233281493
6333,493,144,0.2260596546310832
6334,511,136,0.21020092735703247
6335,490,140,0.2222222222222222
6336,489,146,0.22992125984251968
