analysis_identity_id,evidence_set_id,candidate_selected
A002337,experiment:prom_sap_texas_anthracnose_2019,0
A002338,experiment:prom_sap_texas_anthracnose_2019,0
A002340,experiment:prom_sap_texas_anthracnose_2019,0
A002341,experiment:prom_sap_texas_anthracnose_2019,0
A002343,experiment:prom_sap_texas_anthracnose_2019,0
A002344,experiment:prom_sap_texas_anthracnose_2019,0
A002346,experiment:prom_sap_texas_anthracnose_2019,0
A002347,experiment:prom_sap_texas_anthracnose_2019,1
A002348,experiment:prom_sap_texas_anthracnose_2019,1
A002350,experiment:prom_sap_texas_anthracnose_2019,0
A002353,experiment:prom_sap_texas_anthracnose_2019,1
A002354,experiment:prom_sap_texas_anthracnose_2019,0
A002358,experiment:prom_sap_texas_anthracnose_2019,0
A002364,experiment:prom_sap_texas_anthracnose_2019,0
A002365,experiment:prom_sap_texas_anthracnose_2019,0
A002366,experiment:prom_sap_texas_anthracnose_2019,0
A002369,experiment:prom_sap_texas_anthracnose_2019,0
A002370,experiment:prom_sap_texas_anthracnose_2019,0
A002371,experiment:prom_sap_texas_anthracnose_2019,0
A002372,experiment:prom_sap_texas_anthracnose_2019,0
A002373,experiment:prom_sap_texas_anthracnose_2019,0
A002374,experiment:prom_sap_texas_anthracnose_2019,0
A002375,experiment:prom_sap_texas_anthracnose_2019,0
A002447,experiment:prom_sap_texas_anthracnose_2019,0
A002448,experiment:prom_sap_texas_anthracnose_2019,0
A002449,experiment:prom_sap_texas_anthracnose_2019,0
A002454,experiment:prom_sap_texas_anthracnose_2019,0
A002455,experiment:prom_sap_texas_anthracnose_2019,1
A002764,experiment:prom_sap_texas_anthracnose_2019,1
A002765,experiment:prom_sap_texas_anthracnose_2019,0
A002766,experiment:prom_sap_texas_anthracnose_2019,0
A002767,experiment:prom_sap_texas_anthracnose_2019,0
A002768,experiment:prom_sap_texas_anthracnose_2019,1
A002769,experiment:prom_sap_texas_anthracnose_2019,0
A002770,experiment:prom_sap_texas_anthracnose_2019,0
A002773,experiment:prom_sap_texas_anthracnose_2019,0
A002774,experiment:prom_sap_texas_anthracnose_2019,0
A002775,experiment:prom_sap_texas_anthracnose_2019,0
A002776,experiment:prom_sap_texas_anthracnose_2019,0
A002778,experiment:prom_sap_texas_anthracnose_2019,0
A002779,experiment:prom_sap_texas_anthracnose_2019,0
A002781,experiment:prom_sap_texas_anthracnose_2019,0
A002782,experiment:prom_sap_texas_anthracnose_2019,0
A002784,experiment:prom_sap_texas_anthracnose_2019,0
A002785,experiment:prom_sap_texas_anthracnose_2019,1
A002788,experiment:prom_sap_texas_anthracnose_2019,0
A002789,experiment:prom_sap_texas_anthracnose_2019,1
A002790,experiment:prom_sap_texas_anthracnose_2019,0
A002791,experiment:prom_sap_texas_anthracnose_2019,0
A002792,experiment:prom_sap_texas_anthracnose_2019,0
A002793,experiment:prom_sap_texas_anthracnose_2019,0
A002794,experiment:prom_sap_texas_anthracnose_2019,0
A002795,experiment:prom_sap_texas_anthracnose_2019,0
A002796,experiment:prom_sap_texas_anthracnose_2019,1
A002797,experiment:prom_sap_texas_anthracnose_2019,1
A002801,experiment:prom_sap_texas_anthracnose_2019,0
A002802,experiment:prom_sap_texas_anthracnose_2019,1
A002803,experiment:prom_sap_texas_anthracnose_2019,1
A002804,experiment:prom_sap_texas_anthracnose_2019,0
A002807,experiment:prom_sap_texas_anthracnose_2019,0
A002809,experiment:prom_sap_texas_anthracnose_2019,0
A002810,experiment:prom_sap_texas_anthracnose_2019,0
A002811,experiment:prom_sap_texas_anthracnose_2019,0
A002816,experiment:prom_sap_texas_anthracnose_2019,0
A002817,experiment:prom_sap_texas_anthracnose_2019,0
A002950,experiment:prom_sap_texas_anthracnose_2019,0
A002951,experiment:prom_sap_texas_anthracnose_2019,0
A002953,experiment:prom_sap_texas_anthracnose_2019,0
A002954,experiment:prom_sap_texas_anthracnose_2019,1
A002955,experiment:prom_sap_texas_anthracnose_2019,1
A002956,experiment:prom_sap_texas_anthracnose_2019,1
A002957,experiment:prom_sap_texas_anthracnose_2019,0
A002958,experiment:prom_sap_texas_anthracnose_2019,0
A002959,experiment:prom_sap_texas_anthracnose_2019,1
A002960,experiment:prom_sap_texas_anthracnose_2019,0
A002961,experiment:prom_sap_texas_anthracnose_2019,0
A002962,experiment:prom_sap_texas_anthracnose_2019,1
A002963,experiment:prom_sap_texas_anthracnose_2019,0
A002964,experiment:prom_sap_texas_anthracnose_2019,0
A002965,experiment:prom_sap_texas_anthracnose_2019,0
A002966,experiment:prom_sap_texas_anthracnose_2019,0
A002967,experiment:prom_sap_texas_anthracnose_2019,0
A002968,experiment:prom_sap_texas_anthracnose_2019,1
A002969,experiment:prom_sap_texas_anthracnose_2019,0
A002970,experiment:prom_sap_texas_anthracnose_2019,0
A002971,experiment:prom_sap_texas_anthracnose_2019,0
A002972,experiment:prom_sap_texas_anthracnose_2019,1
A002974,experiment:prom_sap_texas_anthracnose_2019,0
A002975,experiment:prom_sap_texas_anthracnose_2019,0
A002976,experiment:prom_sap_texas_anthracnose_2019,1
A002978,experiment:prom_sap_texas_anthracnose_2019,1
A002980,experiment:prom_sap_texas_anthracnose_2019,0
A002981,experiment:prom_sap_texas_anthracnose_2019,0
A002983,experiment:prom_sap_texas_anthracnose_2019,1
A002984,experiment:prom_sap_texas_anthracnose_2019,0
A002986,experiment:prom_sap_texas_anthracnose_2019,0
A002987,experiment:prom_sap_texas_anthracnose_2019,0
A002989,experiment:prom_sap_texas_anthracnose_2019,0
A003363,experiment:prom_sap_texas_anthracnose_2019,0
A003365,experiment:prom_sap_texas_anthracnose_2019,0
A003366,experiment:prom_sap_texas_anthracnose_2019,0
A003367,experiment:prom_sap_texas_anthracnose_2019,0
A003370,experiment:prom_sap_texas_anthracnose_2019,1
A003373,experiment:prom_sap_texas_anthracnose_2019,0
A003379,experiment:prom_sap_texas_anthracnose_2019,0
A003399,experiment:prom_sap_texas_anthracnose_2019,0
A003400,experiment:prom_sap_texas_anthracnose_2019,0
A003476,experiment:prom_sap_texas_anthracnose_2019,0
A003477,experiment:prom_sap_texas_anthracnose_2019,0
A003479,experiment:prom_sap_texas_anthracnose_2019,0
A003480,experiment:prom_sap_texas_anthracnose_2019,1
A003481,experiment:prom_sap_texas_anthracnose_2019,0
A003483,experiment:prom_sap_texas_anthracnose_2019,0
A003484,experiment:prom_sap_texas_anthracnose_2019,0
A003485,experiment:prom_sap_texas_anthracnose_2019,0
A003487,experiment:prom_sap_texas_anthracnose_2019,0
A003488,experiment:prom_sap_texas_anthracnose_2019,0
A003489,experiment:prom_sap_texas_anthracnose_2019,0
A003490,experiment:prom_sap_texas_anthracnose_2019,0
A003491,experiment:prom_sap_texas_anthracnose_2019,0
A003492,experiment:prom_sap_texas_anthracnose_2019,1
A003494,experiment:prom_sap_texas_anthracnose_2019,0
A003495,experiment:prom_sap_texas_anthracnose_2019,1
A003496,experiment:prom_sap_texas_anthracnose_2019,0
A003497,experiment:prom_sap_texas_anthracnose_2019,0
A003498,experiment:prom_sap_texas_anthracnose_2019,0
A003499,experiment:prom_sap_texas_anthracnose_2019,0
A003500,experiment:prom_sap_texas_anthracnose_2019,1
A003501,experiment:prom_sap_texas_anthracnose_2019,1
A003502,experiment:prom_sap_texas_anthracnose_2019,0
A003503,experiment:prom_sap_texas_anthracnose_2019,0
A003504,experiment:prom_sap_texas_anthracnose_2019,0
A003505,experiment:prom_sap_texas_anthracnose_2019,1
A003506,experiment:prom_sap_texas_anthracnose_2019,0
A003507,experiment:prom_sap_texas_anthracnose_2019,0
A003508,experiment:prom_sap_texas_anthracnose_2019,0
A003509,experiment:prom_sap_texas_anthracnose_2019,0
A003510,experiment:prom_sap_texas_anthracnose_2019,0
A003511,experiment:prom_sap_texas_anthracnose_2019,0
A003512,experiment:prom_sap_texas_anthracnose_2019,0
A003513,experiment:prom_sap_texas_anthracnose_2019,0
A003514,experiment:prom_sap_texas_anthracnose_2019,0
A003515,experiment:prom_sap_texas_anthracnose_2019,0
A003516,experiment:prom_sap_texas_anthracnose_2019,0
A003517,experiment:prom_sap_texas_anthracnose_2019,0
A003518,experiment:prom_sap_texas_anthracnose_2019,0
A003519,experiment:prom_sap_texas_anthracnose_2019,0
A003520,experiment:prom_sap_texas_anthracnose_2019,0
A003521,experiment:prom_sap_texas_anthracnose_2019,0
A003522,experiment:prom_sap_texas_anthracnose_2019,1
A003523,experiment:prom_sap_texas_anthracnose_2019,0
A003524,experiment:prom_sap_texas_anthracnose_2019,0
A003525,experiment:prom_sap_texas_anthracnose_2019,0
A003526,experiment:prom_sap_texas_anthracnose_2019,0
A003527,experiment:prom_sap_texas_anthracnose_2019,1
A003528,experiment:prom_sap_texas_anthracnose_2019,1
A003529,experiment:prom_sap_texas_anthracnose_2019,0
A003530,experiment:prom_sap_texas_anthracnose_2019,1
A003531,experiment:prom_sap_texas_anthracnose_2019,0
A003532,experiment:prom_sap_texas_anthracnose_2019,1
A003533,experiment:prom_sap_texas_anthracnose_2019,0
A003534,experiment:prom_sap_texas_anthracnose_2019,0
A003535,experiment:prom_sap_texas_anthracnose_2019,0
A003536,experiment:prom_sap_texas_anthracnose_2019,0
A003537,experiment:prom_sap_texas_anthracnose_2019,0
A003538,experiment:prom_sap_texas_anthracnose_2019,0
A003539,experiment:prom_sap_texas_anthracnose_2019,1
A003540,experiment:prom_sap_texas_anthracnose_2019,1
A003541,experiment:prom_sap_texas_anthracnose_2019,0
A003542,experiment:prom_sap_texas_anthracnose_2019,1
A003543,experiment:prom_sap_texas_anthracnose_2019,0
A003544,experiment:prom_sap_texas_anthracnose_2019,0
A003545,experiment:prom_sap_texas_anthracnose_2019,0
A003546,experiment:prom_sap_texas_anthracnose_2019,0
A003547,experiment:prom_sap_texas_anthracnose_2019,0
A003548,experiment:prom_sap_texas_anthracnose_2019,0
A003549,experiment:prom_sap_texas_anthracnose_2019,0
A003550,experiment:prom_sap_texas_anthracnose_2019,0
A003551,experiment:prom_sap_texas_anthracnose_2019,0
A003552,experiment:prom_sap_texas_anthracnose_2019,0
A003553,experiment:prom_sap_texas_anthracnose_2019,0
A003554,experiment:prom_sap_texas_anthracnose_2019,0
A003555,experiment:prom_sap_texas_anthracnose_2019,0
A003556,experiment:prom_sap_texas_anthracnose_2019,0
A003557,experiment:prom_sap_texas_anthracnose_2019,0
A003558,experiment:prom_sap_texas_anthracnose_2019,0
A003559,experiment:prom_sap_texas_anthracnose_2019,0
A003560,experiment:prom_sap_texas_anthracnose_2019,0
A003561,experiment:prom_sap_texas_anthracnose_2019,0
A003562,experiment:prom_sap_texas_anthracnose_2019,0
A003563,experiment:prom_sap_texas_anthracnose_2019,0
A003564,experiment:prom_sap_texas_anthracnose_2019,0
A003565,experiment:prom_sap_texas_anthracnose_2019,0
A003566,experiment:prom_sap_texas_anthracnose_2019,0
A003567,experiment:prom_sap_texas_anthracnose_2019,0
A003568,experiment:prom_sap_texas_anthracnose_2019,0
A003569,experiment:prom_sap_texas_anthracnose_2019,0
A003579,experiment:prom_sap_texas_anthracnose_2019,1
A003580,experiment:prom_sap_texas_anthracnose_2019,1
A003581,experiment:prom_sap_texas_anthracnose_2019,0
A003582,experiment:prom_sap_texas_anthracnose_2019,0
A003583,experiment:prom_sap_texas_anthracnose_2019,0
A003584,experiment:prom_sap_texas_anthracnose_2019,0
A003585,experiment:prom_sap_texas_anthracnose_2019,0
A003586,experiment:prom_sap_texas_anthracnose_2019,0
A003587,experiment:prom_sap_texas_anthracnose_2019,1
A003588,experiment:prom_sap_texas_anthracnose_2019,1
A003589,experiment:prom_sap_texas_anthracnose_2019,0
A003590,experiment:prom_sap_texas_anthracnose_2019,1
A003591,experiment:prom_sap_texas_anthracnose_2019,0
A003592,experiment:prom_sap_texas_anthracnose_2019,0
A003593,experiment:prom_sap_texas_anthracnose_2019,0
A003594,experiment:prom_sap_texas_anthracnose_2019,0
A003595,experiment:prom_sap_texas_anthracnose_2019,0
A003596,experiment:prom_sap_texas_anthracnose_2019,0
A003597,experiment:prom_sap_texas_anthracnose_2019,1
A003598,experiment:prom_sap_texas_anthracnose_2019,0
A003599,experiment:prom_sap_texas_anthracnose_2019,0
A003600,experiment:prom_sap_texas_anthracnose_2019,0
A003601,experiment:prom_sap_texas_anthracnose_2019,1
A003602,experiment:prom_sap_texas_anthracnose_2019,0
A003603,experiment:prom_sap_texas_anthracnose_2019,1
A003604,experiment:prom_sap_texas_anthracnose_2019,0
A003605,experiment:prom_sap_texas_anthracnose_2019,0
A003606,experiment:prom_sap_texas_anthracnose_2019,0
A003607,experiment:prom_sap_texas_anthracnose_2019,0
A003608,experiment:prom_sap_texas_anthracnose_2019,0
A003609,experiment:prom_sap_texas_anthracnose_2019,0
A003610,experiment:prom_sap_texas_anthracnose_2019,0
A003611,experiment:prom_sap_texas_anthracnose_2019,0
A003612,experiment:prom_sap_texas_anthracnose_2019,1
A003613,experiment:prom_sap_texas_anthracnose_2019,0
A003614,experiment:prom_sap_texas_anthracnose_2019,1
A003615,experiment:prom_sap_texas_anthracnose_2019,0
A003616,experiment:prom_sap_texas_anthracnose_2019,1
A003617,experiment:prom_sap_texas_anthracnose_2019,0
A003618,experiment:prom_sap_texas_anthracnose_2019,0
A003631,experiment:prom_sap_texas_anthracnose_2019,1
A000002,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A000003,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A000004,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A000005,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001303,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001405,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001406,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001407,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001408,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001409,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001410,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001411,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A001412,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A002608,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A002676,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A002701,experiment:prom_senegal_grain_mold_2022_two_location_trial,1
A003112,experiment:prom_senegal_grain_mold_2022_two_location_trial,0
A000005,experiment:prom_senegal_long_smut_grain_mold_2011_2012,0
A001405,experiment:prom_senegal_long_smut_grain_mold_2011_2012,0
A001410,experiment:prom_senegal_long_smut_grain_mold_2011_2012,0
A001988,experiment:prom_senegal_seed_quality_2018,0
A001989,experiment:prom_senegal_seed_quality_2018,0
A001990,experiment:prom_senegal_seed_quality_2018,0
A001991,experiment:prom_senegal_seed_quality_2018,0
A001992,experiment:prom_senegal_seed_quality_2018,0
A001994,experiment:prom_senegal_seed_quality_2018,0
A001995,experiment:prom_senegal_seed_quality_2018,0
A001996,experiment:prom_senegal_seed_quality_2018,0
A001997,experiment:prom_senegal_seed_quality_2018,0
A001998,experiment:prom_senegal_seed_quality_2018,0
A001999,experiment:prom_senegal_seed_quality_2018,0
A002000,experiment:prom_senegal_seed_quality_2018,0
A002001,experiment:prom_senegal_seed_quality_2018,0
A002002,experiment:prom_senegal_seed_quality_2018,0
A002003,experiment:prom_senegal_seed_quality_2018,0
A002004,experiment:prom_senegal_seed_quality_2018,0
A002005,experiment:prom_senegal_seed_quality_2018,0
A002006,experiment:prom_senegal_seed_quality_2018,0
A002007,experiment:prom_senegal_seed_quality_2018,0
A002008,experiment:prom_senegal_seed_quality_2018,0
A002009,experiment:prom_senegal_seed_quality_2018,0
A002010,experiment:prom_senegal_seed_quality_2018,1
A002011,experiment:prom_senegal_seed_quality_2018,0
A002012,experiment:prom_senegal_seed_quality_2018,0
A002013,experiment:prom_senegal_seed_quality_2018,0
A002014,experiment:prom_senegal_seed_quality_2018,0
A002015,experiment:prom_senegal_seed_quality_2018,0
A002016,experiment:prom_senegal_seed_quality_2018,0
A002017,experiment:prom_senegal_seed_quality_2018,0
A002018,experiment:prom_senegal_seed_quality_2018,0
A002019,experiment:prom_senegal_seed_quality_2018,0
A002020,experiment:prom_senegal_seed_quality_2018,0
A002021,experiment:prom_senegal_seed_quality_2018,0
A002022,experiment:prom_senegal_seed_quality_2018,0
A002023,experiment:prom_senegal_seed_quality_2018,0
A002024,experiment:prom_senegal_seed_quality_2018,0
A002025,experiment:prom_senegal_seed_quality_2018,0
A002026,experiment:prom_senegal_seed_quality_2018,0
A002027,experiment:prom_senegal_seed_quality_2018,0
A002028,experiment:prom_senegal_seed_quality_2018,0
A002029,experiment:prom_senegal_seed_quality_2018,0
A002030,experiment:prom_senegal_seed_quality_2018,0
A002031,experiment:prom_senegal_seed_quality_2018,0
A002032,experiment:prom_senegal_seed_quality_2018,0
A002033,experiment:prom_senegal_seed_quality_2018,0
A002034,experiment:prom_senegal_seed_quality_2018,0
A002035,experiment:prom_senegal_seed_quality_2018,0
A002036,experiment:prom_senegal_seed_quality_2018,0
A002037,experiment:prom_senegal_seed_quality_2018,0
A002038,experiment:prom_senegal_seed_quality_2018,0
A002039,experiment:prom_senegal_seed_quality_2018,0
A002040,experiment:prom_senegal_seed_quality_2018,0
A002041,experiment:prom_senegal_seed_quality_2018,1
A002044,experiment:prom_senegal_seed_quality_2018,0
A002045,experiment:prom_senegal_seed_quality_2018,0
A002046,experiment:prom_senegal_seed_quality_2018,0
A002047,experiment:prom_senegal_seed_quality_2018,0
A002048,experiment:prom_senegal_seed_quality_2018,0
A002049,experiment:prom_senegal_seed_quality_2018,0
A002050,experiment:prom_senegal_seed_quality_2018,0
A002051,experiment:prom_senegal_seed_quality_2018,0
A002052,experiment:prom_senegal_seed_quality_2018,1
A002053,experiment:prom_senegal_seed_quality_2018,0
A002054,experiment:prom_senegal_seed_quality_2018,0
A002055,experiment:prom_senegal_seed_quality_2018,0
A002056,experiment:prom_senegal_seed_quality_2018,0
A002057,experiment:prom_senegal_seed_quality_2018,0
A002058,experiment:prom_senegal_seed_quality_2018,0
A002059,experiment:prom_senegal_seed_quality_2018,0
A002060,experiment:prom_senegal_seed_quality_2018,0
A002061,experiment:prom_senegal_seed_quality_2018,0
A002062,experiment:prom_senegal_seed_quality_2018,0
A002063,experiment:prom_senegal_seed_quality_2018,0
A002064,experiment:prom_senegal_seed_quality_2018,0
A002065,experiment:prom_senegal_seed_quality_2018,0
A002066,experiment:prom_senegal_seed_quality_2018,0
A002067,experiment:prom_senegal_seed_quality_2018,0
A002068,experiment:prom_senegal_seed_quality_2018,0
A002069,experiment:prom_senegal_seed_quality_2018,0
A002070,experiment:prom_senegal_seed_quality_2018,0
A002071,experiment:prom_senegal_seed_quality_2018,1
A002072,experiment:prom_senegal_seed_quality_2018,0
A002073,experiment:prom_senegal_seed_quality_2018,0
A002075,experiment:prom_senegal_seed_quality_2018,0
A002076,experiment:prom_senegal_seed_quality_2018,0
A002077,experiment:prom_senegal_seed_quality_2018,1
A002078,experiment:prom_senegal_seed_quality_2018,0
A002079,experiment:prom_senegal_seed_quality_2018,0
A002080,experiment:prom_senegal_seed_quality_2018,0
A002081,experiment:prom_senegal_seed_quality_2018,0
A002082,experiment:prom_senegal_seed_quality_2018,0
A002083,experiment:prom_senegal_seed_quality_2018,0
A002084,experiment:prom_senegal_seed_quality_2018,1
A002085,experiment:prom_senegal_seed_quality_2018,0
A002086,experiment:prom_senegal_seed_quality_2018,0
A002087,experiment:prom_senegal_seed_quality_2018,0
A002088,experiment:prom_senegal_seed_quality_2018,0
A002089,experiment:prom_senegal_seed_quality_2018,0
A002090,experiment:prom_senegal_seed_quality_2018,0
A002092,experiment:prom_senegal_seed_quality_2018,0
A002093,experiment:prom_senegal_seed_quality_2018,0
A002094,experiment:prom_senegal_seed_quality_2018,0
A002095,experiment:prom_senegal_seed_quality_2018,0
A002096,experiment:prom_senegal_seed_quality_2018,0
A002097,experiment:prom_senegal_seed_quality_2018,0
A002098,experiment:prom_senegal_seed_quality_2018,0
A002099,experiment:prom_senegal_seed_quality_2018,0
A002100,experiment:prom_senegal_seed_quality_2018,0
A002101,experiment:prom_senegal_seed_quality_2018,0
A002102,experiment:prom_senegal_seed_quality_2018,0
A002103,experiment:prom_senegal_seed_quality_2018,0
A002104,experiment:prom_senegal_seed_quality_2018,0
A002105,experiment:prom_senegal_seed_quality_2018,0
A002106,experiment:prom_senegal_seed_quality_2018,1
A002107,experiment:prom_senegal_seed_quality_2018,0
A002108,experiment:prom_senegal_seed_quality_2018,0
A002109,experiment:prom_senegal_seed_quality_2018,0
A002110,experiment:prom_senegal_seed_quality_2018,0
A002112,experiment:prom_senegal_seed_quality_2018,0
A002113,experiment:prom_senegal_seed_quality_2018,0
A002114,experiment:prom_senegal_seed_quality_2018,0
A002115,experiment:prom_senegal_seed_quality_2018,0
A002116,experiment:prom_senegal_seed_quality_2018,0
A002118,experiment:prom_senegal_seed_quality_2018,0
A002119,experiment:prom_senegal_seed_quality_2018,0
A002120,experiment:prom_senegal_seed_quality_2018,0
A002121,experiment:prom_senegal_seed_quality_2018,0
A002122,experiment:prom_senegal_seed_quality_2018,0
A002123,experiment:prom_senegal_seed_quality_2018,0
A002124,experiment:prom_senegal_seed_quality_2018,0
A002125,experiment:prom_senegal_seed_quality_2018,0
A002126,experiment:prom_senegal_seed_quality_2018,0
A002127,experiment:prom_senegal_seed_quality_2018,0
A002128,experiment:prom_senegal_seed_quality_2018,1
A002129,experiment:prom_senegal_seed_quality_2018,0
A002130,experiment:prom_senegal_seed_quality_2018,0
A002131,experiment:prom_senegal_seed_quality_2018,1
A002132,experiment:prom_senegal_seed_quality_2018,0
A002134,experiment:prom_senegal_seed_quality_2018,1
A002135,experiment:prom_senegal_seed_quality_2018,0
A002136,experiment:prom_senegal_seed_quality_2018,0
A002137,experiment:prom_senegal_seed_quality_2018,0
A002138,experiment:prom_senegal_seed_quality_2018,0
A002139,experiment:prom_senegal_seed_quality_2018,0
A002140,experiment:prom_senegal_seed_quality_2018,0
A002141,experiment:prom_senegal_seed_quality_2018,0
A002142,experiment:prom_senegal_seed_quality_2018,0
A002143,experiment:prom_senegal_seed_quality_2018,0
A002144,experiment:prom_senegal_seed_quality_2018,1
A002145,experiment:prom_senegal_seed_quality_2018,1
A002146,experiment:prom_senegal_seed_quality_2018,0
A002147,experiment:prom_senegal_seed_quality_2018,0
A002148,experiment:prom_senegal_seed_quality_2018,0
A002149,experiment:prom_senegal_seed_quality_2018,1
A002150,experiment:prom_senegal_seed_quality_2018,1
A002151,experiment:prom_senegal_seed_quality_2018,0
A002152,experiment:prom_senegal_seed_quality_2018,0
A002153,experiment:prom_senegal_seed_quality_2018,0
A001988,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001989,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001990,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001991,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001992,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001993,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001994,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001995,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001996,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001997,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001998,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A001999,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002000,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002001,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002002,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002003,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002004,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002005,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002006,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002007,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002008,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002009,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002010,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002011,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002012,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002013,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002014,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002015,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002016,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002017,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002018,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002019,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002020,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002021,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002022,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002024,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002025,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002026,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002027,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002028,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002029,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002030,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002031,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002032,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002033,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002034,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002035,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002036,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002037,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002038,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002039,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002040,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002041,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002042,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002043,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002044,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002045,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002046,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002047,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002048,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002049,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002050,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002051,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002052,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002053,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002054,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002055,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002056,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002057,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002058,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002059,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002060,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002061,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002062,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002063,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002064,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002065,experiment:prom_senegal_seedling_head_smut_p5_2022,0
A002066,experiment:prom_senegal_seedling_head_smut_p5_2022,1
A002067,experiment:prom_senegal_seedling_head_smut_p5_2022,0
