Source file ID,Source identifier,Source dataset identifier,File role,Acquisition status,Publication or repository page,Download URL,Published filename,Archive format,Archive member path,Access date,Download byte size,Download SHA-256,Archive member byte size,Archive member SHA-256,Required for quantitative analysis,Location of rights information,Notes
prom_senegal_disease_occurrence_2020_unrecovered_source,prom_senegal_disease_occurrence_2020,,Other,Bibliographic information only,https://doi.org/10.3923/ppj.2021.1.10,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2021.1.10,Production-field surveys document sorghum disease occurrence in Senegal.
prom_senegal_disease_survey_2023_unrecovered_source,prom_senegal_disease_survey_2023,,Other,Bibliographic information only,https://doi.org/10.4236/ajps.2023.148055,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.4236/ajps.2023.148055,Production-field surveys document sorghum diseases in Senegal; named-accession studies provide accession-level responses.
prom_senegal_grain_mold_long_smut_2014_unrecovered_source,prom_senegal_grain_mold_long_smut_2014,,Phenotype data,Bibliographic information only,https://doi.org/10.1094/PHP-RS-13-0128,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1094/PHP-RS-13-0128,The source reports disease responses measured in Senegal field environments.
prom_senegal_head_smut_crops_2022_unrecovered_source,prom_senegal_head_smut_crops_2022,,Phenotype data,Bibliographic information only,https://www.mdpi.com/2673-7655/2/2/11,,main article Table 1,Single file,,,,,,,Supporting source,Https://www.mdpi.com/2673-7655/2/2/11,The Crops paper reports a 36-accession subset of the larger Plants 2022 experiment; both publications report the same measurements.
prom_six_line_fungal_isolation_2023_unrecovered_source,prom_six_line_fungal_isolation_2023,,Other,Bibliographic information only,https://doi.org/10.32861/jac.91.137.140,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.32861/jac.91.137.140,The source reports fungal-community observations for six named sorghum lines.
prom_sorghum_disease_methods_2023_unrecovered_source,prom_sorghum_disease_methods_2023,,Other,Bibliographic information only,https://doi.org/10.3390/plants12091906,,article,Single file,,,,,,,Supporting source,Https://doi.org/10.3390/plants12091906,The source describes inoculation and screening methods for major fungal diseases of sorghum.
prom_sudan_grain_mold_sources_2009_pdf,prom_sudan_grain_mold_sources_2009,prom_sudan_grain_mold_sources_2009,Phenotype data,Verified,https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,prom_sudan_grain_mold_sources_2009.pdf,Single file,,2026-07-14,155105,062344349578d5c0afacd31b5d5c7fde8f3b349159bdca0984e4506eea81b0d4,,,Used in quantitative calculations,Https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The public PDF provides read access; reuse follows the publisher's stated terms.
prom_sudan_grain_mold_sources_2009_unrecovered_source,prom_sudan_grain_mold_sources_2009,,Phenotype data,Bibliographic information only,https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,,article tables,Single file,,,,,,,Supporting source,Https://doaj.org/article/0631ad81de1a4ab1be92e1b87d8f5266,The source reports accession-level grain-mold values.
prom_texas_hybrid_weathering_fungi_2022_unrecovered_source,prom_texas_hybrid_weathering_fungi_2022,,Phenotype data,Bibliographic information only,https://doi.org/10.1002/csc2.20795,,main article and supporting data,Single file,,,,,,,Supporting source,Https://doi.org/10.1002/csc2.20795,"The source reports disease, weathering, and fungal-community observations for named hybrids."
prom_three_line_anthracnose_inheritance_2018_unrecovered_source,prom_three_line_anthracnose_inheritance_2018,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ppj.2018.75.79,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ppj.2018.75.79,The source reports line-by-pathotype responses from an inheritance experiment distinct from broad germplasm screens.
prom_uav_anthracnose_health_2018_unrecovered_source,prom_uav_anthracnose_health_2018,,Phenotype data,Bibliographic information only,https://doi.org/10.1080/15427528.2018.1535462,,main article and any supporting data,Single file,,,,,,,Supporting source,Https://doi.org/10.1080/15427528.2018.1535462,The source reports accession-level anthracnose severity and remote-sensing plant-health measures as distinct outcomes.
prom_uganda_downy_mildew_2019_pdf,prom_uganda_downy_mildew_2019,prom_uganda_downy_mildew_2019,Phenotype data,Verified,https://doi.org/10.13057/biodiv/d201136,https://smujo.id/biodiv/article/view/4429,prom_uganda_downy_mildew_2019.pdf,Single file,,2026-07-14,356860,f6f7b1fb01fe1bc6dbe830f24d877d8eba4ad8a5169bcc028f739c22116b6f0a,,,Used in quantitative calculations,Https://doi.org/10.13057/biodiv/d201136,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The recovered PDF provides public read access; reuse follows the publisher's stated terms.
prom_uganda_downy_mildew_2019_unrecovered_source,prom_uganda_downy_mildew_2019,,Phenotype data,Bibliographic information only,https://doi.org/10.13057/biodiv/d201136,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.13057/biodiv/d201136,The source reports genotype-level downy-mildew values.
prom_uganda_grain_mold_anthracnose_2011_unrecovered_source,prom_uganda_grain_mold_anthracnose_2011,,Phenotype data,Bibliographic information only,https://doi.org/10.1016/j.cropro.2010.12.025,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1016/j.cropro.2010.12.025,The source reports accession-by-disease values.
prom_us_lines_long_smut_2007_unrecovered_source,prom_us_lines_long_smut_2007,,Phenotype data,Bibliographic information only,https://doi.org/10.1016/j.cropro.2007.03.011,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1016/j.cropro.2007.03.011,The source reports line-level long-smut incidence values.
prom_us_lines_long_smut_grain_mold_2018_pdf,prom_us_lines_long_smut_grain_mold_2018,prom_us_lines_long_smut_grain_mold_2018,Phenotype data,Verified,https://doi.org/10.32861/jac.411.152.156,https://doi.org/10.32861/jac.411.152.156,prom_us_lines_long_smut_grain_mold_2018.pdf,Single file,,2026-07-14,470669,b520f9afee146174d15cf6cdbbad12e8872449c15e4317056639ff56a8bf3e15,,,Used in quantitative calculations,Https://doi.org/10.32861/jac.411.152.156,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 1 CC BY 4.0 statement.
prom_us_lines_long_smut_grain_mold_2018_unrecovered_source,prom_us_lines_long_smut_grain_mold_2018,,Phenotype data,Bibliographic information only,https://doi.org/10.32861/jac.411.152.156,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.32861/jac.411.152.156,The source reports long-smut and grain-mold responses for named lines and hybrids.
prom_weather_anthracnose_genotypes_2015_pdf,prom_weather_anthracnose_genotypes_2015,prom_weather_anthracnose_genotypes_2015,Phenotype data,Verified,https://doi.org/10.9734/AJEA/2015/14589,https://doi.org/10.9734/AJEA/2015/14589,prom_weather_anthracnose_genotypes_2015.pdf,Single file,,2026-07-14,292265,3f858ddf81699633e6ee88aac660aadb3086d758d21bffef98193148a806f455,,,Used in quantitative calculations,Https://doi.org/10.9734/AJEA/2015/14589,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 9 CC BY 4.0 statement.
prom_weather_anthracnose_genotypes_2015_unrecovered_source,prom_weather_anthracnose_genotypes_2015,,Phenotype data,Bibliographic information only,https://doi.org/10.9734/AJEA/2015/14589,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.9734/AJEA/2015/14589,The source reports genotype scores and weather conditions across years from one anthracnose experiment.
prom_zimbabwe_anthracnose_2014_unrecovered_source,prom_zimbabwe_anthracnose_2014,,Phenotype data,Bibliographic information only,https://doi.org/10.1111/pbr.12133,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1111/pbr.12133,The source reports accession-level disease responses.
prom_zimbabwe_rust_2012_pdf,prom_zimbabwe_rust_2012,prom_zimbabwe_rust_2012,Phenotype data,Verified,https://doi.org/10.3923/ajppaj.2012.33.40,https://doi.org/10.3923/ajppaj.2012.33.40,prom_zimbabwe_rust_2012.pdf,Single file,,2026-07-14,190939,830fbb3a57aefd4225c4695f3db9d0e94761eb8aa6c32cefefba20c6055aea62,,,Used in quantitative calculations,Https://doi.org/10.3923/ajppaj.2012.33.40,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The public PDF provides read access; reuse follows the publisher's stated terms.
prom_zimbabwe_rust_2012_unrecovered_source,prom_zimbabwe_rust_2012,,Phenotype data,Bibliographic information only,https://doi.org/10.3923/ajppaj.2012.33.40,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.3923/ajppaj.2012.33.40,The source reports accession-level rust values and rating scale.
prom_zonate_leaf_spot_2021_pdf,prom_zonate_leaf_spot_2021,prom_zonate_leaf_spot_2021,Phenotype data,Verified,https://doi.org/10.32861/jac.81.35.38,https://doi.org/10.32861/jac.81.35.38,prom_zonate_leaf_spot_2021.pdf,Single file,,2026-07-14,684663,166adbb39848267aab89265629b63233040ac1130c75536ceaf960f110beebc2,,,Used in quantitative calculations,Https://doi.org/10.32861/jac.81.35.38,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: PDF page 1.
prom_zonate_leaf_spot_2021_unrecovered_source,prom_zonate_leaf_spot_2021,,Phenotype data,Bibliographic information only,https://doi.org/10.32861/jac.81.35.38,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.32861/jac.81.35.38,The source reports accession-level values from the natural-disease field study.
prom_zonate_rough_leaf_spot_2015_unrecovered_source,prom_zonate_rough_leaf_spot_2015,,Phenotype data,Bibliographic information only,https://doi.org/10.1094/PHP-RS-15-0040,,main article tables,Single file,,,,,,,Supporting source,Https://doi.org/10.1094/PHP-RS-15-0040,The source reports zonate and rough leaf-spot responses as distinct measurements.
ref_aruna_population_breeding_grain_mold_2021_pdf,ref_aruna_population_breeding_grain_mold_2021,ref_aruna_population_breeding_grain_mold_2021,Phenotype data,Verified,https://doi.org/10.3389/fpls.2021.687332,https://doi.org/10.3389/fpls.2021.687332,ref_aruna_population_breeding_grain_mold_2021.pdf,Single file,,2026-07-14,2619633,c67b120079d334a96db2b4f600cc32e1a3299cc1b1870e4a670306e4c303118c,,,Used in quantitative calculations,Https://doi.org/10.3389/fpls.2021.687332,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Article PDF copyright and CC BY statement.
ref_beshir_sudan_leaf_blight_2015_pdf,ref_beshir_sudan_leaf_blight_2015,ref_beshir_sudan_leaf_blight_2015,Phenotype data,Verified,https://www.researchgate.net/publication/301285002_Prevalence_and_severity_of_sorghum_leaf_blight_in_the_sorghum_growing_areas_of_Central_Sudan,https://repository.ruforum.org/sites/default/files/Beshir%20et%20al_2015%20Wudpeker%20Journal.pdf,ref_beshir_sudan_leaf_blight_2015.pdf,Single file,,2026-07-14,236538,b4cf1a5618f533d193919c7125fbf6e68b04aaa40d9bcbc085b5499c5301b3ea,,,Used in quantitative calculations,Https://www.researchgate.net/publication/301285002_Prevalence_and_severity_of_sorghum_leaf_blight_in_the_sorghum_growing_areas_of_Central_Sudan,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: RUFORUM provides public file access; redistribution follows the publisher and repository terms.
ref_biruma_anthracnose_loci_2012_unrecovered_source,ref_biruma_anthracnose_loci_2012,,Other,Bibliographic information only,https://link.springer.com/article/10.1007/s00122-011-1764-8,,main article and supplementary molecular data,Single file,,,,,,,Supporting source,Https://link.springer.com/article/10.1007/s00122-011-1764-8,Gene-silencing treatments in two selected genotypes characterize anthracnose-resistance genes.
ref_buiate_brazil_anthracnose_2009_pdf,ref_buiate_brazil_anthracnose_2009,ref_buiate_brazil_anthracnose_2009,Phenotype data,Verified,https://repositorio.ufla.br/items/58707585-2c2b-48a8-9b1c-caaf6d0f85af,https://repositorio.ufla.br/items/58707585-2c2b-48a8-9b1c-caaf6d0f85af,ref_buiate_brazil_anthracnose_2009.pdf,Single file,,2026-07-14,292772,c8c09d537b0034d382507bc80212922ae0690329a0511520e5ae9e4b64c6cfce,,,Used in quantitative calculations,Https://repositorio.ufla.br/items/58707585-2c2b-48a8-9b1c-caaf6d0f85af,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: UFLA repository metadata report open access; redistribution follows the repository terms.
ref_costa_brazil_anthracnose_inheritance_2008_pdf,ref_costa_brazil_anthracnose_inheritance_2008,ref_costa_brazil_anthracnose_inheritance_2008,Phenotype data,Verified,https://www.infoteca.cnptia.embrapa.br/handle/doc/491777,https://www.infoteca.cnptia.embrapa.br/handle/doc/491777,ref_costa_brazil_anthracnose_inheritance_2008.pdf,Single file,,2026-07-14,500297,e4fc452c2e4f9270f83c4e25072e024407ada68e7c4f6fcaaf7b7c3fa15dd919,,,Used in quantitative calculations,Https://www.infoteca.cnptia.embrapa.br/handle/doc/491777,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The Embrapa repository marks the item open access; redistribution follows the repository terms.
ref_diatta_senegal_hybrids_grain_mold_2019_pdf,ref_diatta_senegal_hybrids_grain_mold_2019,ref_diatta_senegal_hybrids_grain_mold_2019,Phenotype data,Verified,https://ugspace.ug.edu.gh/items/37f60f1e-5c91-4442-b342-e30e2bb723f2,https://ugspace.ug.edu.gh/items/37f60f1e-5c91-4442-b342-e30e2bb723f2,ref_diatta_senegal_hybrids_grain_mold_2019.pdf,Single file,,2026-07-14,1231320,e5ac7928ce0c149b7aba0c34391246dec3cb60322b71b4afa7edb00cb8e32686,,,Used in quantitative calculations,Https://ugspace.ug.edu.gh/items/37f60f1e-5c91-4442-b342-e30e2bb723f2,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Article PDF copyright line and University of Ghana repository record.
ref_kumar_icrisat_grain_mold_hybrids_2008_pdf,ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,Phenotype data,Verified,https://oar.icrisat.org/2695/,https://oar.icrisat.org/2695/,ref_kumar_icrisat_grain_mold_hybrids_2008.pdf,Single file,,2026-07-14,31189,151403ec1d5b3a438e68e3e570b877f452bd7b890d87d0eeadfcf2ea036cd25d,,,Used in quantitative calculations,Https://oar.icrisat.org/2695/,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The journal and repository provide public read access; reuse follows the publisher's stated terms.
ref_mcmahan_conversion_panel_leaf_blight_2020_pdf,ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,Supporting metadata,Verified,https://doi.org/10.1186/s12870-020-2275-z,https://doi.org/10.1186/s12870-020-2275-z,ref_mcmahan_conversion_panel_leaf_blight_2020.pdf,Single file,,2026-07-14,1278791,975acce6100263d8a4bed52814ad8b5b3e93e1cd8a35069eea33a195b8b3c564,,,Used in quantitative calculations,Https://doi.org/10.1186/s12870-020-2275-z,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The article grants Creative Commons Attribution 4.0 and applies CC0 to its data by default.
ref_mcmahan_conversion_panel_leaf_blight_2020_phenotypes_csv,ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,Phenotype data,Verified,https://doi.org/10.1186/s12870-020-2275-z,https://doi.org/10.1186/s12870-020-2275-z,ref_mcmahan_conversion_panel_leaf_blight_2020_phenotypes.csv,Single file,,2026-07-14,28938,0423989b0f2467ee8328f4f1abf94cea4a52eb3a7d41a5a9a58de48443a0f0f4,,,Used in quantitative calculations,Https://doi.org/10.1186/s12870-020-2275-z,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The article applies the Creative Commons Public Domain Dedication waiver to its data by default.
ref_moore_arkansas_anthracnose_pathotypes_2008_unrecovered_source,ref_moore_arkansas_anthracnose_pathotypes_2008,,Phenotype data,Bibliographic information only,https://pubmed.ncbi.nlm.nih.gov/30769577/,,main article pathogenicity tables,Single file,,,,,,,Supporting source,Https://pubmed.ncbi.nlm.nih.gov/30769577/,The source reports anthracnose responses of eight differential lines to pathogen isolates and identifies 11 isolates with unreliable results that were omitted.
ref_mpofu_grain_mold_fgs_2014_pdf,ref_mpofu_grain_mold_fgs_2014,ref_mpofu_grain_mold_fgs_2014,Phenotype data,Verified,https://doi.org/10.1007/s00425-014-2081-7,https://doi.org/10.1007/s00425-014-2081-7,ref_mpofu_grain_mold_fgs_2014.pdf,Single file,,2026-07-14,1796512,bad10718e6c2dc471dc2de3b425365dd51bd22850051caef5bdc0608c7d226c3,,,Used in quantitative calculations,Https://doi.org/10.1007/s00425-014-2081-7,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Open Access statement in article PDF.
ref_nageshkumar_india_genetic_gain_grain_mold_2022_pdf,ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,Phenotype data,Verified,https://doi.org/10.3389/fpls.2022.1056040,https://doi.org/10.3389/fpls.2022.1056040,ref_nageshkumar_india_genetic_gain_grain_mold_2022.pdf,Single file,,2026-07-14,2372716,8fd35925d9a47517a4961a7c60b5841141755fd0d6a05230c32ddff5c4332081,,,Used in quantitative calculations,Https://doi.org/10.3389/fpls.2022.1056040,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: Article PDF copyright and CC BY statement.
ref_navi_elite_multiple_disease_2003_pdf,ref_navi_elite_multiple_disease_2003,ref_navi_elite_multiple_disease_2003,Phenotype data,Verified,https://oar.icrisat.org/1455/,https://oar.icrisat.org/1455/,ref_navi_elite_multiple_disease_2003.pdf,Single file,,2026-07-14,2698105,517bfd3501f9898f59518a7912b1fdeb4813f3ed259835257025cebbcc0b3e20,,,Used in quantitative calculations,Https://oar.icrisat.org/1455/,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: ICRISAT provides public access; redistribution follows the publisher and repository terms.
ref_radwan_downy_mildew_p6_2011_unrecovered_source,ref_radwan_downy_mildew_p6_2011,,Other,Bibliographic information only,https://apsjournals.apsnet.org/doi/10.1094/PHP-2011-0323-01-RS,,article,Single file,,,,,,,Supporting source,Https://apsjournals.apsnet.org/doi/10.1094/PHP-2011-0323-01-RS,"The report describes the original P6 downy-mildew experiment, including incidence and accession responses."
ref_sabbavarapu_foliar_qtl_2010_unrecovered_source,ref_sabbavarapu_foliar_qtl_2010,,Phenotype data,Bibliographic information only,https://link.springer.com/article/10.1007/s10681-010-0224-x,,main article and any supplementary phenotype tables,Single file,,,,,,,Supporting source,Https://link.springer.com/article/10.1007/s10681-010-0224-x,The recombinant-inbred-line table reports disease responses by environment.
ref_tesso_fusarium_stalk_rot_2009_pdf,ref_tesso_fusarium_stalk_rot_2009,ref_tesso_fusarium_stalk_rot_2009,Phenotype data,Verified,https://doi.org/10.5897/AJPS.9000014,https://doi.org/10.5897/AJPS.9000014,ref_tesso_fusarium_stalk_rot_2009.pdf,Single file,,2026-07-14,426527,9ce192d85a874fedded9667d0cfc6d8ff61f75bda9c62cf2ce94092873ca802e,,,Used in quantitative calculations,Https://doi.org/10.5897/AJPS.9000014,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: The PDF carries the 2009 Academic Journals copyright notice; redistribution follows the publisher terms.
ref_tomar_kansas_grain_mold_controls_2016_pdf,ref_tomar_kansas_grain_mold_controls_2016,ref_tomar_kansas_grain_mold_controls_2016,Phenotype data,Verified,https://hdl.handle.net/2097/32638,http://hdl.handle.net/2097/32638,ref_tomar_kansas_grain_mold_controls_2016.pdf,Single file,,2026-07-14,10237839,13f91931badfb271466ceb469a5b321828e09cd4e72f73d2a61ab615d4921302,,,Used in quantitative calculations,Https://hdl.handle.net/2097/32638,The recorded SHA-256 identifies the public source examined for quantitative tables and literature coverage. Rights information: K-State repository rights statement.
sap_head_smut_2021_article_pdf,prom_sap_head_smut_p5_p6_2021,prom_sap_head_smut_p5_p6_2021,Phenotype data,Verified,https://www.scirp.org/journal/paperinformation?paperid=108141,https://www.scirp.org/pdf/ajps_2021033014214825.pdf,ajps_2021033014214825.pdf,Single file,,2026-07-14,977446,070e400c63df6f221c08f8036f8802feeeb532bc56e13357c00076af90c36b03,,,Used in quantitative calculations,Https://www.scirp.org/journal/paperinformation?paperid=108141,The recorded SHA-256 identifies the source file used for this study.
sap_texas_anthracnose_2019_xlsx,prom_sap_texas_anthracnose_2019,prom_sap_texas_anthracnose_2019,Phenotype data,Verified,https://link.springer.com/article/10.1007/s00122-019-03285-5,https://static-content.springer.com/esm/art%3A10.1007%2Fs00122-019-03285-5/MediaObjects/122_2019_3285_MOESM1_ESM.xlsx,122_2019_3285_MOESM1_ESM.xlsx,Single file,,2026-07-14,38529,8c7e71c4ef7d848e0e749c0e2c08e4032e0973d61d6a5701efc5f415b8a18a3d,,,Used in quantitative calculations,Https://link.springer.com/article/10.1007/s00122-019-03285-5,The recorded SHA-256 identifies the source file used for this study.
sap_texas_grain_mold_2020_recovered_2026_xlsx,prom_sap_grain_mold_texas_2020,prom_sap_grain_mold_texas_2020_via_2026,Phenotype data,Verified,https://link.springer.com/article/10.1007/s10658-020-02036-3,https://static-content.springer.com/esm/art%3A10.1007%2Fs00122-026-05222-9/MediaObjects/122_2026_5222_MOESM1_ESM.xlsx,122_2026_5222_MOESM1_ESM.xlsx,Single file,,2026-07-14,167958,8c17d617dac77811ff514bcc43060030702018fa3a7798a98587e317f5c842d0,,,Used in quantitative calculations,Https://link.springer.com/article/10.1007/s10658-020-02036-3,The recorded SHA-256 identifies the source file used for this study.
sc112_prior_phenotype_merge_2020_table_s5_xlsx,prom_sc112_prior_phenotype_merge_2020,,Phenotype data,Verified,https://gsajournals.figshare.com/articles/journal_contribution/Supplemental_Material_for_Ahn_et_al_2020/11794347,https://ndownloader.figshare.com/files/21524745,Table S5.xlsx,Single file,,2026-07-14,25687,8eb3613eac989f5f7951b9131c81308a0cfb32ff8d5b8e3c77f4e6b759546ca5,,,Supporting source,Https://gsajournals.figshare.com/articles/journal_contribution/Supplemental_Material_for_Ahn_et_al_2020/11794347,The recorded SHA-256 identifies the source file used for this study.
sc112_ril_anthracnose_2020_table_s3_xlsx,prom_sc112_ril_anthracnose_2020,prom_sc112_ril_anthracnose_2020,Phenotype data,Verified,https://gsajournals.figshare.com/articles/journal_contribution/Supplemental_Material_for_Ahn_et_al_2020/11794347,https://ndownloader.figshare.com/files/21524739,Table S3_R1.xlsx,Single file,,2026-07-14,14261,030d29cc15f196f9680667b1b3c0f5fe44b47d39a32ff3092dc09f1c7b5bba81,,,Used in quantitative calculations,Https://gsajournals.figshare.com/articles/journal_contribution/Supplemental_Material_for_Ahn_et_al_2020/11794347,The recorded SHA-256 identifies the source file used for this study.
senegal_head_smut_p5_zip_s1,senegal_head_smut_pathotype5,senegal_head_smut_pathotype5,Phenotype data,Verified,https://www.mdpi.com/2223-7747/13/7/977,https://mdpi-res.com/d_attachment/plants/plants-13-00977/article_deploy/plants-13-00977-s001.zip,plants-13-00977-s001.zip,Zip,Supplementary Data S1.xlsx,2026-07-14,1297937,858a50f8ed988976f3aebdfe872a97c9c7c90fe2f146ba7d9c0154267855fd0d,27452,0f874b31c2522aecb2ee4f7a6a2211c6b68754b54ef38f004ab13f0cd01da513,Used in quantitative calculations,Https://www.mdpi.com/2223-7747/13/7/977,The recorded SHA-256 values identify both the downloaded archive and the source file used for this study.
senegal_head_smut_seedling_2022_zip,prom_senegal_seedling_head_smut_p5_2022,prom_senegal_seedling_head_smut_p5_2022,Phenotype data,Verified,https://www.mdpi.com/2223-7747/11/21/2999,https://mdpi-res.com/d_attachment/plants/plants-11-02999/article_deploy/plants-11-02999-s001.zip,plants-11-02999-s001.zip,Zip,Plants-1948040-supplementary.xlsx,2026-07-14,240650,e657da21d16331fc69a0c6acb26e321a2554f26e80ca9af6087d58ae14ac225a,35521,c0c646ff4f95b9ea13d8cdb7279279ac80ed3c96e174ca26cfa43b93679cf190,Used in quantitative calculations,Https://www.mdpi.com/2223-7747/11/21/2999,The recorded SHA-256 values identify both the downloaded archive and the source file used for this study.
senegal_multidisease_2018_xlsx,prom_senegal_seed_quality_2018,prom_senegal_seed_quality_2018,Phenotype data,Verified,https://plos.figshare.com/articles/dataset/Population_structure_of_the_NPGS_Senegalese_sorghum_collection_and_its_evaluation_to_identify_new_disease_resistant_genes/5888377,https://ndownloader.figshare.com/files/10489147,S1 File.xlsx,Single file,,2026-07-14,201634,13d1051ecd567c84ea5fa9e0e775e222047d80dbb07e6a8bbb95ce5ca6e109d0,,,Used in quantitative calculations,Https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5812598/fullTextXML,The recorded SHA-256 identifies the source file used for this study.
senegal_seed_quality_2018_xml,prom_senegal_seed_quality_2018,prom_senegal_seed_quality_2018,Methods,Verified,https://plos.figshare.com/articles/dataset/Population_structure_of_the_NPGS_Senegalese_sorghum_collection_and_its_evaluation_to_identify_new_disease_resistant_genes/5888377,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5812598/fullTextXML,PMC5812598.xml,Single file,,2026-07-14,123166,b7c6ada476a69e76b1a6381b2ec62ceda0f77fbeb4b806d6d790509781bb02fd,,,Supporting source,Https://plos.figshare.com/articles/dataset/Population_structure_of_the_NPGS_Senegalese_sorghum_collection_and_its_evaluation_to_identify_new_disease_resistant_genes/5888377,The recorded SHA-256 identifies the source file used for this study.
senegal_seedling_anthracnose_xlsx,senegal_seedling_anthracnose,senegal_seedling_anthracnose,Phenotype data,Verified,https://www.nature.com/articles/s41598-022-16844-6,https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-022-16844-6/MediaObjects/41598_2022_16844_MOESM1_ESM.xlsx,41598_2022_16844_MOESM1_ESM.xlsx,Single file,,2026-07-14,18349,001a391a78a68105047fbd0c3a9176b3a544026d9cb3a4ce9cc7f32bfb02ddc1,,,Used in quantitative calculations,Https://www.nature.com/articles/s41598-022-16844-6,The recorded SHA-256 identifies the source file used for this study.
sharma_minicore_foliar_diseases_2012_pdf,ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,Phenotype data,Verified,https://apsjournals.apsnet.org/doi/10.1094/PDIS-10-11-0875-RE,https://oar.icrisat.org/6112/1/PlantDisease_SorghumMinicor_Shrama%20etal.2012.pdf,PlantDisease_SorghumMinicor_Shrama etal.2012.pdf,Single file,,2026-07-14,329518,c53218ec38af719269e73040b8aeb0e9c3c5882490d252e5f3ae4add46c11a4b,,,Used in quantitative calculations,Https://apsjournals.apsnet.org/doi/10.1094/PDIS-10-11-0875-RE,The recorded SHA-256 identifies the source file used for this study.
sharma_minicore_grainmold_downymildew_2010_pdf,ref_sharma_minicore_grain_mold_downy_mildew_2010,,Supporting metadata,Verified,https://apsjournals.apsnet.org/doi/10.1094/PDIS-94-4-0439,https://oar.icrisat.org/2263/1/PlantDiseses94_4_439-444_2010.pdf,PlantDiseses94_4_439-444_2010.pdf,Single file,,2026-07-14,166565,55dd54b6cc5621d2200f5747621bd4dd018e9b6ccc7628f08e3dadd60b542656,,,Supporting source,Https://apsjournals.apsnet.org/doi/10.1094/PDIS-94-4-0439,The recorded SHA-256 identifies the source file used for this study.
